,image1_path,image2_path,similarity
590,000_hammering/,090_hammering/,0.6
591,000_hammering/,114_hammering/,0.6
592,000_hammering/,115_hammering/,0.4
593,000_hammering/,126_hammering/,0.6
594,000_hammering/,147_hammering/,0.6
595,000_hammering/,157_hammering/,0.6
596,000_hammering/,hammer_hammering/,0.3
597,007_hammering/,000_hammering/,0.1
598,007_hammering/,007_hammering/,0.8
599,007_hammering/,011_hammering/,0.4
600,007_hammering/,016_hammering/,0.6
601,007_hammering/,024_hammering/,0.3
602,007_hammering/,057_hammering/,0.3
603,007_hammering/,058_hammering/,0.3
604,007_hammering/,078_hammering/,0.5
605,007_hammering/,081_hammering/,0.7
606,007_hammering/,083_hammering/,0.6
607,007_hammering/,090_hammering/,0.7
608,007_hammering/,114_hammering/,0.4
609,007_hammering/,115_hammering/,0.5
610,007_hammering/,126_hammering/,0.2
611,007_hammering/,147_hammering/,0.3
612,007_hammering/,157_hammering/,0.8
613,007_hammering/,hammer_hammering/,0.0
614,011_hammering/,000_hammering/,0.8
615,011_hammering/,007_hammering/,0.7
616,011_hammering/,011_hammering/,0.7
617,011_hammering/,016_hammering/,0.5
618,011_hammering/,024_hammering/,0.5
619,011_hammering/,057_hammering/,0.7
620,011_hammering/,058_hammering/,0.6
621,011_hammering/,078_hammering/,0.7
622,011_hammering/,081_hammering/,0.5
623,011_hammering/,083_hammering/,0.7
624,011_hammering/,090_hammering/,0.8
625,011_hammering/,114_hammering/,0.6
626,011_hammering/,115_hammering/,0.5
627,011_hammering/,126_hammering/,0.5
628,011_hammering/,147_hammering/,0.5
629,011_hammering/,157_hammering/,0.5
630,011_hammering/,hammer_hammering/,0.5
631,016_hammering/,000_hammering/,0.4
632,016_hammering/,007_hammering/,0.3
633,016_hammering/,011_hammering/,0.8
634,016_hammering/,016_hammering/,0.7
635,016_hammering/,024_hammering/,0.5
636,016_hammering/,057_hammering/,0.4
637,016_hammering/,058_hammering/,0.7
638,016_hammering/,078_hammering/,0.6
639,016_hammering/,081_hammering/,0.1
640,016_hammering/,083_hammering/,0.4
641,016_hammering/,090_hammering/,0.4
642,016_hammering/,114_hammering/,0.4
643,016_hammering/,115_hammering/,0.1
644,016_hammering/,126_hammering/,0.7
645,016_hammering/,147_hammering/,0.6
646,016_hammering/,157_hammering/,0.0
647,016_hammering/,hammer_hammering/,0.6
648,024_hammering/,000_hammering/,0.7
649,024_hammering/,007_hammering/,0.6
650,024_hammering/,011_hammering/,0.9
651,024_hammering/,016_hammering/,0.0
652,024_hammering/,024_hammering/,0.7
653,024_hammering/,057_hammering/,0.9
654,024_hammering/,058_hammering/,0.8
655,024_hammering/,078_hammering/,0.3
656,024_hammering/,081_hammering/,0.3
657,024_hammering/,083_hammering/,0.8
658,024_hammering/,090_hammering/,0.6
659,024_hammering/,114_hammering/,0.5
660,024_hammering/,115_hammering/,0.4
661,024_hammering/,126_hammering/,0.6
662,024_hammering/,147_hammering/,0.5
663,024_hammering/,157_hammering/,0.3
664,024_hammering/,hammer_hammering/,0.8
665,057_hammering/,000_hammering/,0.1
666,057_hammering/,007_hammering/,0.5
667,057_hammering/,011_hammering/,0.9
668,057_hammering/,016_hammering/,0.3
669,057_hammering/,024_hammering/,0.3
670,057_hammering/,057_hammering/,0.8
671,057_hammering/,058_hammering/,0.7
672,057_hammering/,078_hammering/,0.1
673,057_hammering/,081_hammering/,0.4
674,057_hammering/,083_hammering/,0.6
675,057_hammering/,090_hammering/,0.6
676,057_hammering/,114_hammering/,0.8
677,057_hammering/,115_hammering/,0.5
678,057_hammering/,126_hammering/,0.4
679,057_hammering/,147_hammering/,0.3
680,057_hammering/,157_hammering/,0.3
681,057_hammering/,hammer_hammering/,0.5
682,058_hammering/,000_hammering/,0.5
683,058_hammering/,007_hammering/,0.4
684,058_hammering/,011_hammering/,0.5
685,058_hammering/,016_hammering/,0.2
686,058_hammering/,024_hammering/,0.2
687,058_hammering/,057_hammering/,0.5
688,058_hammering/,058_hammering/,0.8
689,058_hammering/,078_hammering/,0.0
690,058_hammering/,081_hammering/,0.6
691,058_hammering/,083_hammering/,0.6
692,058_hammering/,090_hammering/,0.6
693,058_hammering/,114_hammering/,0.7
694,058_hammering/,115_hammering/,0.4
695,058_hammering/,126_hammering/,0.1
696,058_hammering/,147_hammering/,0.0
697,058_hammering/,157_hammering/,0.5
698,058_hammering/,hammer_hammering/,0.4
699,078_hammering/,000_hammering/,0.7
700,078_hammering/,007_hammering/,0.2
701,078_hammering/,011_hammering/,0.3
702,078_hammering/,016_hammering/,0.6
703,078_hammering/,024_hammering/,0.4
704,078_hammering/,057_hammering/,0.4
705,078_hammering/,058_hammering/,0.1
706,078_hammering/,078_hammering/,0.7
707,078_hammering/,081_hammering/,0.0
708,078_hammering/,083_hammering/,0.2
709,078_hammering/,090_hammering/,0.3
710,078_hammering/,114_hammering/,0.5
711,078_hammering/,115_hammering/,0.1
712,078_hammering/,126_hammering/,0.5
713,078_hammering/,147_hammering/,0.6
714,078_hammering/,157_hammering/,0.4
715,078_hammering/,hammer_hammering/,0.7
716,081_hammering/,000_hammering/,0.3
717,081_hammering/,007_hammering/,0.3
718,081_hammering/,011_hammering/,0.4
719,081_hammering/,016_hammering/,0.1
720,081_hammering/,024_hammering/,0.3
721,081_hammering/,057_hammering/,0.6
722,081_hammering/,058_hammering/,0.5
723,081_hammering/,078_hammering/,0.1
724,081_hammering/,081_hammering/,0.9
725,081_hammering/,083_hammering/,0.6
726,081_hammering/,090_hammering/,0.7
727,081_hammering/,114_hammering/,0.7
728,081_hammering/,115_hammering/,0.5
729,081_hammering/,126_hammering/,0.1
730,081_hammering/,147_hammering/,0.0
731,081_hammering/,157_hammering/,0.6
732,081_hammering/,hammer_hammering/,0.5
733,083_hammering/,000_hammering/,0.7
734,083_hammering/,007_hammering/,0.6
735,083_hammering/,011_hammering/,0.9
736,083_hammering/,016_hammering/,0.7
737,083_hammering/,024_hammering/,0.9
738,083_hammering/,057_hammering/,0.6
739,083_hammering/,058_hammering/,0.7
740,083_hammering/,078_hammering/,0.6
741,083_hammering/,081_hammering/,0.5
742,083_hammering/,083_hammering/,0.9
743,083_hammering/,090_hammering/,0.8
744,083_hammering/,114_hammering/,1.0
745,083_hammering/,115_hammering/,0.2
746,083_hammering/,126_hammering/,0.7
747,083_hammering/,147_hammering/,0.4
748,083_hammering/,157_hammering/,0.6
749,083_hammering/,hammer_hammering/,0.6
750,090_hammering/,000_hammering/,0.4
751,090_hammering/,007_hammering/,0.2
752,090_hammering/,011_hammering/,0.4
753,090_hammering/,016_hammering/,0.2
754,090_hammering/,024_hammering/,0.0
755,090_hammering/,057_hammering/,0.4
756,090_hammering/,058_hammering/,0.5
757,090_hammering/,078_hammering/,0.1
758,090_hammering/,081_hammering/,0.6
759,090_hammering/,083_hammering/,0.3
760,090_hammering/,090_hammering/,0.8
761,090_hammering/,114_hammering/,0.3
762,090_hammering/,115_hammering/,0.4
763,090_hammering/,126_hammering/,0.2
764,090_hammering/,147_hammering/,0.1
765,090_hammering/,157_hammering/,0.3
766,090_hammering/,hammer_hammering/,0.3
767,114_hammering/,000_hammering/,0.3
768,114_hammering/,007_hammering/,0.5
769,114_hammering/,011_hammering/,0.6
770,114_hammering/,016_hammering/,0.4
771,114_hammering/,024_hammering/,0.4
772,114_hammering/,057_hammering/,0.3
773,114_hammering/,058_hammering/,0.7
774,114_hammering/,078_hammering/,0.4
775,114_hammering/,081_hammering/,0.6
776,114_hammering/,083_hammering/,0.6
777,114_hammering/,090_hammering/,0.5
778,114_hammering/,114_hammering/,0.7
779,114_hammering/,115_hammering/,0.5
780,114_hammering/,126_hammering/,0.5
781,114_hammering/,147_hammering/,0.0
782,114_hammering/,157_hammering/,0.5
783,114_hammering/,hammer_hammering/,0.1
784,115_hammering/,000_hammering/,0.5
785,115_hammering/,007_hammering/,0.3
786,115_hammering/,011_hammering/,0.6
787,115_hammering/,016_hammering/,0.2
788,115_hammering/,024_hammering/,0.1
789,115_hammering/,057_hammering/,0.6
790,115_hammering/,058_hammering/,0.8
791,115_hammering/,078_hammering/,0.1
792,115_hammering/,081_hammering/,0.7
793,115_hammering/,083_hammering/,0.5
794,115_hammering/,090_hammering/,0.9
795,115_hammering/,114_hammering/,0.3
796,115_hammering/,115_hammering/,0.8
797,115_hammering/,126_hammering/,0.3
798,115_hammering/,147_hammering/,0.2
799,115_hammering/,157_hammering/,0.3
800,115_hammering/,hammer_hammering/,0.4
801,126_hammering/,000_hammering/,0.4
802,126_hammering/,007_hammering/,0.2
803,126_hammering/,011_hammering/,0.7
804,126_hammering/,016_hammering/,0.2
805,126_hammering/,024_hammering/,0.4
806,126_hammering/,057_hammering/,0.5
807,126_hammering/,058_hammering/,0.6
808,126_hammering/,078_hammering/,0.5
809,126_hammering/,081_hammering/,0.2
810,126_hammering/,083_hammering/,0.5
811,126_hammering/,090_hammering/,0.6
812,126_hammering/,114_hammering/,0.3
813,126_hammering/,115_hammering/,0.1
814,126_hammering/,126_hammering/,0.9
815,126_hammering/,147_hammering/,0.4
816,126_hammering/,157_hammering/,0.4
817,126_hammering/,hammer_hammering/,0.6
818,147_hammering/,000_hammering/,0.4
819,147_hammering/,007_hammering/,0.6
820,147_hammering/,011_hammering/,0.5
821,147_hammering/,016_hammering/,0.4
822,147_hammering/,024_hammering/,0.7
823,147_hammering/,057_hammering/,0.4
824,147_hammering/,058_hammering/,0.5
825,147_hammering/,078_hammering/,0.6
826,147_hammering/,081_hammering/,0.4
827,147_hammering/,083_hammering/,0.9
828,147_hammering/,090_hammering/,0.4
829,147_hammering/,114_hammering/,0.8
830,147_hammering/,115_hammering/,0.3
831,147_hammering/,126_hammering/,0.6
832,147_hammering/,147_hammering/,0.7
833,147_hammering/,157_hammering/,0.7
834,147_hammering/,hammer_hammering/,0.4
835,157_hammering/,000_hammering/,0.2
836,157_hammering/,007_hammering/,0.6
837,157_hammering/,011_hammering/,0.6
838,157_hammering/,016_hammering/,0.2
839,157_hammering/,024_hammering/,0.3
840,157_hammering/,057_hammering/,0.9
841,157_hammering/,058_hammering/,0.4
842,157_hammering/,078_hammering/,0.2
843,157_hammering/,081_hammering/,0.7
844,157_hammering/,083_hammering/,0.7
845,157_hammering/,090_hammering/,0.9
846,157_hammering/,114_hammering/,0.7
847,157_hammering/,115_hammering/,0.7
848,157_hammering/,126_hammering/,0.3
849,157_hammering/,147_hammering/,0.2
850,157_hammering/,157_hammering/,0.9
851,157_hammering/,hammer_hammering/,0.4
852,hammer_hammering/,000_hammering/,0.2
853,hammer_hammering/,007_hammering/,0.2
854,hammer_hammering/,011_hammering/,0.1
855,hammer_hammering/,016_hammering/,0.1
856,hammer_hammering/,024_hammering/,0.2
857,hammer_hammering/,057_hammering/,0.2
858,hammer_hammering/,058_hammering/,0.1
859,hammer_hammering/,078_hammering/,0.2
860,hammer_hammering/,081_hammering/,0.0
861,hammer_hammering/,083_hammering/,0.1
862,hammer_hammering/,090_hammering/,0.0
863,hammer_hammering/,114_hammering/,0.2
864,hammer_hammering/,115_hammering/,0.0
865,hammer_hammering/,126_hammering/,0.3
866,hammer_hammering/,147_hammering/,0.0
867,hammer_hammering/,157_hammering/,0.0
868,hammer_hammering/,hammer_hammering/,0.8
